user_id,movie_id,rating,timestamp,title,user_encoded,movie_encoded
370,435,3,879434999,Butch Cassidy and the Sundance Kid (1969),365,622
554,1012,3,876231839,Private Parts (1997),551,644
6,531,4,883600747,Shine (1996),9,333
94,186,4,891722278,"Blues Brothers, The (1980)",90,307
567,504,4,882425874,Bonnie and Clyde (1967),565,137
285,151,5,890595636,Willy Wonka and the Chocolate Factory (1971),190,103
450,1249,3,882812821,For Love or Money (1993),442,727
109,755,5,880578814,Jumanji (1995),181,159
63,306,3,875746948,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",27,380
641,64,4,879370337,"Shawshank Redemption, The (1994)",665,239
702,300,3,885767461,Air Force One (1997),712,652
279,80,4,875313750,Hot Shots! Part Deux (1993),75,328
829,192,5,881712519,Raging Bull (1980),817,730
239,288,2,889178513,Scream (1996),184,60
617,635,4,883789716,"Fog, The (1980)",607,1007
916,421,5,880844291,William Shakespeare's Romeo and Juliet (1996),907,518
642,204,4,885602593,Back to the Future (1985),633,247
405,969,3,885545015,Winnie the Pooh and the Blustery Day (1968),402,816
896,28,2,887158738,Apollo 13 (1995),893,471
621,1185,3,881445012,In the Army Now (1994),618,1446
59,196,5,888205088,Dead Poets Society (1989),52,53
87,732,4,879876703,Dave (1993),54,366
864,232,4,888889327,Young Guns (1988),862,65
382,1381,3,875945757,Losing Chase (1996),378,1528
664,203,4,876526685,Unforgiven (1992),658,506
340,502,2,884991678,Bananas (1971),336,923
185,321,5,883524428,Mother (1996),221,251
43,781,3,883956494,French Kiss (1995),98,310
276,289,2,890979634,Evita (1996),37,360
362,264,1,885019695,Mimic (1997),355,116
109,395,3,880583672,Robin Hood: Men in Tights (1993),181,799
624,597,3,879793129,Eraser (1996),620,278
254,21,3,886474518,Muppet Treasure Island (1996),67,106
619,300,5,885953684,Air Force One (1997),615,652
429,248,5,882386870,Grosse Pointe Blank (1997),421,73
29,189,4,882821942,"Grand Day Out, A (1992)",235,236
622,588,4,882592246,Beauty and the Beast (1991),617,433
105,307,2,889214381,"Devil's Advocate, The (1997)",276,104
121,292,4,891388960,Rosewood (1997),104,420
40,337,4,889041523,"House of Yes, The (1997)",305,713
655,872,3,888685879,Love Jones (1997),650,223
889,94,4,880181646,Home Alone (1990),885,363
659,86,5,891386071,"Remains of the Day, The (1993)",655,9
881,172,4,876538986,"Empire Strikes Back, The (1980)",878,161
346,1110,1,875264985,Tank Girl (1995),342,352
425,679,3,878738548,Conan the Barbarian (1981),417,54
210,208,5,887730443,Young Frankenstein (1974),13,96
429,80,3,882386684,Hot Shots! Part Deux (1993),421,328
200,951,5,884130014,"Indian in the Cupboard, The (1995)",12,272
38,758,1,892434626,Lawnmower Man 2: Beyond Cyberspace (1996),25,301
894,318,5,879897168,Schindler's List (1993),892,200
655,1100,3,887427371,What Happened Was... (1994),650,463
897,56,2,879991037,Pulp Fiction (1994),894,216
59,755,4,888206254,Jumanji (1995),52,159
704,603,5,891397262,Rear Window (1954),695,36
612,127,2,875325049,"Godfather, The (1972)",621,189
213,127,5,878870790,"Godfather, The (1972)",103,189
721,471,5,877138200,Courage Under Fire (1996),713,120
488,222,4,891376029,Star Trek: First Contact (1996),492,12
938,276,3,891356572,Leaving Las Vegas (1995),930,695
344,597,2,884900454,Eraser (1996),340,278
723,988,1,880499254,"Beautician and the Beast, The (1997)",740,899
116,294,2,876453376,Liar Liar (1997),192,95
345,365,2,884993760,Powder (1995),341,358
314,501,4,877888610,Dumbo (1941),264,232
718,546,4,883349158,Broken Arrow (1996),716,25
345,534,4,884994592,Traveller (1997),341,1325
95,432,3,879197886,Fantasia (1940),24,50
659,942,3,891386347,What's Love Got to Do with It (1993),655,703
863,754,3,889289067,Red Corner (1997),859,755
252,410,5,891456989,Kingpin (1996),271,267
5,42,5,875636360,Clerks (1994),111,734
390,258,5,879693461,Contact (1997),386,157
314,710,3,877888796,Better Off Dead... (1985),264,794
592,344,4,888553156,"Apostle, The (1997)",584,214
871,182,5,888192925,GoodFellas (1990),868,356
853,288,4,879364822,Scream (1996),850,60
327,708,4,887818596,"Sex, Lies, and Videotape (1989)",311,587
96,216,4,884403095,When Harry Met Sally... (1989),191,166
10,705,4,877892050,Singin' in the Rain (1952),39,238
711,254,2,879992038,Batman & Robin (1997),703,706
828,1005,3,891037813,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",823,779
416,846,3,878878779,To Gillian on Her 37th Birthday (1996),409,762
737,58,4,884314970,Quiz Show (1994),734,390
291,741,5,874834481,"Last Supper, The (1995)",18,392
70,173,4,884149452,"Princess Bride, The (1987)",136,321
527,213,4,879456186,"Room with a View, A (1986)",528,567
400,323,4,885676582,Dante's Peak (1997),403,144
758,93,5,881975922,Welcome to the Dollhouse (1995),752,534
825,844,2,892949244,Freeway (1996),815,876
646,908,3,888529054,Half Baked (1998),656,641
807,102,4,892979501,"Aristocats, The (1970)",804,726
589,304,5,883352599,Fly Away Home (1996),592,40
221,76,4,875246662,Carlito's Way (1993),194,1009
532,1199,3,874789155,Cemetery Man (Dellamorte Dellamore) (1994),523,798
257,1260,2,880496892,Total Eclipse (1995),188,679
535,382,5,879618058,"Adventures of Priscilla, Queen of the Desert, The (1994)",531,92
313,604,4,891014552,It Happened One Night (1934),248,319
786,322,3,882842463,Murder at 1600 (1997),779,51
271,411,1,885848062,"Nutty Professor, The (1996)",83,656
13,121,5,882397503,Independence Day (ID4) (1996),58,403
646,349,2,888529127,Hard Rain (1998),656,1166
537,184,3,886032246,Army of Darkness (1993),534,373
224,689,3,888082246,"Jackal, The (1997)",14,890
747,939,3,888639362,Murder in the First (1995),739,748
504,499,4,887909595,Cat on a Hot Tin Roof (1958),499,687
591,86,5,891031171,"Remains of the Day, The (1993)",582,9
943,201,5,888639351,Evil Dead II (1987),937,44
94,475,5,885870362,Trainspotting (1996),90,355
892,184,4,886609726,Army of Darkness (1993),887,373
823,433,4,878438379,Heathers (1989),814,479
846,492,3,883947737,East of Eden (1955),837,454
638,50,4,876694704,Star Wars (1977),639,357
320,241,4,884750968,"Last of the Mohicans, The (1992)",309,46
823,426,4,878437658,"Transformers: The Movie, The (1986)",814,663
871,1386,3,888193136,Tetsuo II: Body Hammer (1992),868,1170
533,258,4,884007368,Contact (1997),530,157
8,687,1,879361825,McHale's Navy (1997),73,731
286,56,2,877531469,Pulp Fiction (1994),11,216
21,595,3,874951617,"Fan, The (1996)",175,228
717,628,5,884644605,Sleepers (1996),715,862
164,248,4,889402030,Grosse Pointe Blank (1997),196,73
455,939,4,879111454,Murder in the First (1995),450,748
331,933,3,877196235,"Funeral, The (1996)",317,1175
536,449,4,882361262,Star Trek: The Motion Picture (1979),532,458
535,480,4,879618207,North by Northwest (1959),531,78
188,591,5,875072674,Primal Fear (1996),224,204
908,494,3,879723046,His Girl Friday (1940),906,729
796,736,3,893047126,Shadowlands (1993),790,498
724,286,1,883758268,"English Patient, The (1996)",719,289
87,1183,3,879875995,"Cowboy Way, The (1994)",54,946
59,290,3,888203750,Fierce Creatures (1997),52,707
936,274,3,886832858,Sabrina (1995),939,17
296,134,5,884197264,Citizen Kane (1941),154,260
622,755,4,882670211,Jumanji (1995),617,159
666,650,5,880139409,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",661,818
682,184,4,888519307,Army of Darkness (1993),674,373
223,257,4,891550005,Men in Black (1997),62,10
692,127,3,876948910,"Godfather, The (1972)",681,189
161,286,2,891169991,"English Patient, The (1996)",124,289
774,659,3,888555864,Arsenic and Old Lace (1944),769,488
121,300,3,891387810,Air Force One (1997),104,652
716,514,5,879796331,Annie Hall (1977),708,108
463,243,1,877384970,Jungle2Jungle (1997),465,668
568,486,4,877907720,Sabrina (1954),578,21
99,1,4,886518459,Toy Story (1995),46,24
472,143,4,875980823,"Sound of Music, The (1965)",463,56
727,411,3,883709905,"Nutty Professor, The (1996)",720,656
889,1067,3,880177131,Bottle Rocket (1996),885,266
186,98,5,891719859,"Silence of the Lambs, The (1991)",1,31
397,156,5,885350381,Reservoir Dogs (1992),393,351
452,419,4,887719030,Mary Poppins (1964),446,135
916,971,4,880845476,Mediterraneo (1991),907,802
922,568,3,891450524,Speed (1994),917,201
896,141,3,887159012,"20,000 Leagues Under the Sea (1954)",893,218
422,287,3,878199757,Marvin's Room (1996),416,487
521,684,3,884478807,In the Line of Fire (1993),519,801
716,559,2,879796846,Interview with the Vampire (1994),708,142
601,107,4,876347113,Moll Flanders (1996),596,566
160,4,4,876861754,Get Shorty (1995),28,47
60,71,3,883327948,"Lion King, The (1994)",60,309
537,404,3,886031720,Pinocchio (1940),534,345
270,217,5,876956360,Bram Stoker's Dracula (1992),158,338
778,238,3,890725804,Raising Arizona (1987),777,329
774,189,2,888557987,"Grand Day Out, A (1992)",769,236
297,156,4,875240090,Reservoir Dogs (1992),144,351
868,154,3,877107539,Monty Python's Life of Brian (1979),864,88
13,158,1,882142057,Weekend at Bernie's (1989),58,945
321,511,4,879440954,Lawrence of Arabia (1962),295,538
474,616,4,887924028,Night of the Living Dead (1968),467,583
496,432,4,876066652,Fantasia (1940),487,50
690,202,2,881177349,Groundhog Day (1993),682,179
13,11,1,882397146,Seven (Se7en) (1995),58,229
292,523,4,881105561,Cool Hand Luke (1967),56,561
806,511,5,882387520,Lawrence of Arabia (1962),803,538
682,566,3,888519260,Clear and Present Danger (1994),674,476
171,270,4,891034835,Gattaca (1997),216,960
552,13,3,879222238,Mighty Aphrodite (1995),549,432
788,62,3,880870179,Stargate (1994),782,296
533,96,4,879438767,Terminator 2: Judgment Day (1991),530,102
805,100,5,881695196,Fargo (1996),802,49
529,333,4,882534996,"Game, The (1997)",526,280
763,737,2,878919055,Sirens (1994),758,580
24,358,3,875246012,Spawn (1997),246,1023
144,699,4,888106106,Little Women (1994),169,318
68,258,5,876973692,Contact (1997),107,157
730,742,3,880310553,Ransom (1996),731,364
632,156,3,879457437,Reservoir Dogs (1992),628,351
561,1524,4,885809897,Kaspar Hauser (1993),556,1271
766,447,3,891309522,Carrie (1976),768,513
10,234,4,877888877,Jaws (1975),39,29
343,154,5,876406552,Monty Python's Life of Brian (1979),339,88
284,906,3,885328836,Oscar & Lucinda (1997),40,744
894,340,4,879896756,Boogie Nights (1997),892,751
70,63,3,884151168,"Santa Clause, The (1994)",136,820
151,707,4,879528537,Enchanted April (1991),129,449
763,135,5,878918332,2001: A Space Odyssey (1968),758,118
589,313,5,883352434,Titanic (1997),592,719
488,880,3,891293606,Soul Food (1997),492,851
320,869,4,884751068,Fools Rush In (1997),309,372
503,137,5,879438072,Big Night (1996),498,148
874,20,3,888632615,Angels and Insects (1995),886,59
645,654,5,892053686,Chinatown (1974),643,496
828,52,3,891037639,"Madness of King George, The (1994)",823,473
918,168,3,891986999,Monty Python and the Holy Grail (1974),911,367
271,31,4,885849325,Crimson Tide (1995),83,864
451,333,5,879012550,"Game, The (1997)",445,280
99,310,3,885678348,"Rainmaker, The (1997)",46,511
365,150,5,891303950,Swingers (1996),359,371
451,879,4,879012580,"Peacemaker, The (1997)",445,268
650,419,4,891370971,Mary Poppins (1964),646,135
14,32,5,890881485,Crumb (1994),137,38
833,201,4,875134150,Evil Dead II (1987),826,44
21,327,3,874950932,Cop Land (1997),175,43
698,121,2,886368545,Independence Day (ID4) (1996),688,403
883,945,4,891754985,Charade (1963),880,584
323,993,4,878739488,Hercules (1997),300,935
798,769,2,876249507,Congo (1995),793,832
690,357,5,881179122,One Flew Over the Cuckoo's Nest (1975),682,240
178,318,5,882826982,Schindler's List (1993),47,200
181,696,2,878962997,City Hall (1996),35,490
712,738,4,874956841,Threesome (1994),705,749
822,1091,1,891038627,Pete's Dragon (1977),843,194
823,233,4,878439365,Under Siege (1992),814,504
724,906,1,883757468,Oscar & Lucinda (1997),719,744
184,511,4,889908740,Lawrence of Arabia (1962),162,538
325,485,3,891478599,My Fair Lady (1964),308,110
305,86,4,886323757,"Remains of the Day, The (1993)",8,9
306,258,2,876503793,Contact (1997),219,157
274,713,5,878945437,Othello (1995),223,1114
796,204,5,892662441,Back to the Future (1985),790,247
18,969,3,880131106,Winnie the Pooh and the Blustery Day (1968),114,816
715,182,5,875965035,GoodFellas (1990),706,356
897,526,5,879990813,Ben-Hur (1959),894,62
94,328,3,891724990,Conspiracy Theory (1997),90,98
457,393,3,882548583,Mrs. Doubtfire (1993),453,528
766,503,3,891309329,"Candidate, The (1972)",768,1151
234,279,3,892333980,Once Upon a Time... When We Were Colored (1995),19,327
295,79,4,879517600,"Fugitive, The (1993)",138,156
500,762,4,883865532,Beautiful Girls (1996),496,365
819,321,4,880381928,Mother (1996),822,251
707,1024,5,890008041,Mrs. Dalloway (1997),696,1184
465,7,5,883529916,Twelve Monkeys (1995),464,209
268,172,5,875310031,"Empire Strikes Back, The (1980)",110,161
286,212,1,877531830,"Unbearable Lightness of Being, The (1988)",11,262
716,601,4,879794892,For Whom the Bell Tolls (1943),708,1168
299,418,4,889501790,Cinderella (1950),22,544
286,89,4,877533381,Blade Runner (1982),11,217
835,486,4,891034084,Sabrina (1954),825,21
577,1044,4,880475504,"Paper, The (1994)",569,705
13,635,1,882396984,"Fog, The (1980)",58,1007
514,64,4,875462645,"Shawshank Redemption, The (1994)",504,239
601,763,5,876348035,Happy Gilmore (1996),596,614
542,192,5,886533421,Raging Bull (1980),538,730
312,921,5,891699295,Farewell My Concubine (1993),254,733
262,1135,3,879794599,"Doors, The (1991)",96,1008
457,227,4,882392853,Star Trek VI: The Undiscovered Country (1991),453,253
194,222,1,879538960,Star Trek: First Contact (1996),17,12
589,294,5,883352600,Liar Liar (1997),592,95
557,1176,5,881179653,Welcome To Sarajevo (1997),559,1343
865,408,5,880143385,"Close Shave, A (1995)",863,180
846,770,5,883948606,Devil in a Blue Dress (1995),837,349
495,1039,5,888635180,Hamlet (1996),489,418
499,886,4,885598215,"Life Less Ordinary, A (1997)",494,700
548,358,2,891043547,Spawn (1997),543,1023
788,56,3,880868235,Pulp Fiction (1994),782,216
275,679,3,880315080,Conan the Barbarian (1981),147,54
774,758,1,888559036,Lawnmower Man 2: Beyond Cyberspace (1996),769,301
405,1519,2,885546577,New Jersey Drive (1995),402,1382
324,332,3,880574766,Kiss the Girls (1997),327,48
353,286,5,891402757,"English Patient, The (1996)",400,289
896,82,3,887159068,Jurassic Park (1993),893,231
354,52,5,891217547,"Madness of King George, The (1994)",348,473
810,678,4,879895453,Volcano (1997),833,274
479,609,5,879461951,Father of the Bride (1950),476,442
285,100,4,890595636,Fargo (1996),190,49
19,692,3,885412840,"American President, The (1995)",109,438
461,258,4,885355735,Contact (1997),459,157
504,98,5,887832433,"Silence of the Lambs, The (1991)",499,31
721,380,5,877138661,Star Trek: Generations (1994),713,573
899,202,4,884122419,Groundhog Day (1993),896,179
297,117,4,874954497,"Rock, The (1996)",144,140
497,431,4,879310825,Highlander (1986),491,354
693,211,2,875484789,M*A*S*H (1970),685,342
880,87,4,880241913,Searching for Bobby Fischer (1993),875,547
388,184,4,886441083,Army of Darkness (1993),382,373
886,49,4,876032187,I.Q. (1994),883,447
528,69,3,886101761,Forrest Gump (1994),522,191
524,748,2,884321592,"Saint, The (1997)",516,175
150,50,5,878746719,Star Wars (1977),222,357
471,969,2,889828154,Winnie the Pooh and the Blustery Day (1968),466,816
198,498,3,884207492,"African Queen, The (1951)",85,91
666,427,4,880139382,To Kill a Mockingbird (1962),661,66
102,234,3,888802940,Jaws (1975),26,29
763,212,4,878920656,"Unbearable Lightness of Being, The (1988)",758,262
939,1054,4,880261868,Mr. Wrong (1996),938,1210
70,48,4,884064574,Hoop Dreams (1994),136,170
450,1053,3,882396352,Now and Then (1995),442,961
380,228,3,885479235,Star Trek: The Wrath of Khan (1982),375,182
577,447,3,880475226,Carrie (1976),569,513
373,699,4,877105781,Little Women (1994),364,318
655,117,2,887426030,"Rock, The (1996)",650,140
484,926,4,881450136,Down Periscope (1996),477,525
545,419,3,884134177,Mary Poppins (1964),539,135
693,191,2,875482136,Amadeus (1984),685,254
193,1407,3,889126146,"Specialist, The (1994)",145,994
520,1028,1,885170476,Grumpier Old Men (1995),520,196
398,162,5,875811851,On Golden Pond (1981),392,540
18,236,3,880131077,Citizen Ruth (1996),114,1196
290,98,4,880474235,"Silence of the Lambs, The (1991)",32,31
506,676,1,874945513,"Crucible, The (1996)",501,643
178,135,2,882826915,2001: A Space Odyssey (1968),47,118
763,174,4,878919019,Raiders of the Lost Ark (1981),758,101
184,381,4,889909962,Muriel's Wedding (1994),162,377
299,165,4,889501890,Jean de Florette (1986),22,71
352,89,5,884289693,Blade Runner (1982),351,217
875,294,2,876464755,Liar Liar (1997),869,95
326,611,3,879875572,Laura (1944),310,384
886,58,4,876032331,Quiz Show (1994),883,390
479,408,5,879460091,"Close Shave, A (1995)",476,180
374,148,4,880392992,"Ghost and the Darkness, The (1996)",366,577
892,222,4,886608094,Star Trek: First Contact (1996),887,12
744,1134,3,881171482,Get on the Bus (1996),755,128
567,209,4,882426812,This Is Spinal Tap (1984),565,93
823,459,4,878438379,"Cry, the Beloved Country (1995)",814,1294
285,346,4,890595456,Jackie Brown (1997),190,4
101,255,4,877137015,My Best Friend's Wedding (1997),161,177
459,16,2,879562939,French Twist (Gazon maudit) (1995),457,39
458,83,4,886398071,Much Ado About Nothing (1993),455,693
458,152,5,886397275,Sleeper (1973),455,503
354,61,5,891218091,Three Colors: White (1994),348,169
645,198,3,892053644,Nikita (La Femme Nikita) (1990),643,235
216,47,4,880244870,Ed Wood (1994),81,337
347,276,3,881652657,Leaving Las Vegas (1995),343,695
385,201,4,879441982,Evil Dead II (1987),377,44
908,98,5,879722300,"Silence of the Lambs, The (1991)",906,31
826,399,4,885690790,"Three Musketeers, The (1993)",820,417
303,181,5,879468082,Return of the Jedi (1983),15,52
416,332,4,876696823,Kiss the Girls (1997),409,48
374,978,2,880936233,Heaven's Prisoners (1996),366,1039
493,186,5,884131897,"Blues Brothers, The (1980)",483,307
388,682,4,886439808,I Know What You Did Last Summer (1997),382,594
371,449,3,880435733,Star Trek: The Motion Picture (1979),363,458
734,97,4,891022993,Dances with Wolves (1990),730,320
410,323,3,888626990,Dante's Peak (1997),411,144
577,215,5,880474556,Field of Dreams (1989),569,244
117,977,3,881009738,"Substitute, The (1996)",185,516
574,300,4,891279012,Air Force One (1997),571,652
